,1101 猟,1102 ㄈ猟,1216 参,1301 鹅,1303 玭ㄈ,1326 て,1402 环狥穝,2002 い葵,2105 タ穝,2633 芖蔼臟,2801 裹蝗,2823 い关,2880 地玭,2881 碔ü,2882 瓣,2883 秨祇,2884 ド,2885 じ,2886 伦,2887 穝,2890 ッ伦,2891 い獺,2892 材,5876 坝蝗,5880 畐,2912 参禬,5871 い-KY,9904 腳Θ,6505 鹅て,2303 羛筿,2330 縩筿,2408 玭ㄈ,2454 羛祇,3711 らるщ北,2301 腳,2357 地河,2382 約笷,2395 地,4938 ㎝河,2409 ね笷,3008 ミ,3481 竤承,2412 い地筿,3045 芖,4904 环肚,2308 笷筿,2327 瓣エ,2317 翬,2354 翬非,2474 Θ
2018/3/23,32.51,28.04,63.25,99.18,77.41,103.94,25.01,22.67,47.32,21.78,15.91,27.52,16.24,48.13,49.85,9.81,17.78,12.95,23.82,13.2,9.7,19.9,19.01,,15.9,271.23,95.97,35.81,111.48,14.59,236.38,90.7,316.49,,37.53,255.64,56.33,202.34,69.25,12.03,"3,344.67",11.88,105.27,101.63,71.55,122.16,398.85,107.1,74.87,348.02
2018/3/26,32.16,27.8,63.25,98.23,77.69,103.46,25.01,22.62,47.08,21.92,15.81,27.79,16.24,48.22,50.43,9.76,17.73,12.95,23.77,13.25,9.79,19.99,19.01,,16.04,273.08,97.39,36.05,112.43,14.54,234.94,88.3,334.82,,37.3,257.05,56.52,202.34,69.25,12.12,"3,443.04",11.93,106.23,102.58,72.02,121.2,391.44,106.86,74.49,347.05
2018/3/27,32.64,27.89,63.44,99.66,78.26,103.94,25.16,22.71,46.7,21.88,15.91,28.11,16.38,48.51,50.9,9.9,17.82,12.99,24.01,13.43,9.84,20.09,19.15,,16.08,274.93,97.39,36.24,113.38,14.92,242.17,91.56,330.48,,37.81,259.42,56.14,202.82,69.53,12.12,"3,364.34",12.02,107.18,103.05,72.5,125.5,414.51,108.05,74.87,358.65
2018/3/28,32.51,27.65,63.25,97.76,77.69,102.99,25.16,22.57,45.93,21.78,15.96,27.98,16.34,48.13,50.14,9.81,17.87,12.85,23.68,13.25,9.75,19.95,19.15,,16.08,274.93,97.39,36.33,112.43,14.78,236.38,87.05,321.32,,37.63,259.42,55.58,201.86,69.25,12.03,"3,310.24",12.02,107.66,103.05,72.6,122.63,407.92,106.74,74.87,351.88
2018/3/29,32.12,27.36,63.53,97.76,77.03,102.99,25.3,22.38,45.5,21.63,15.81,27.84,16.29,47.93,49.47,9.76,17.96,12.8,23.68,13.2,9.65,19.85,19.2,,15.99,271.23,94.55,36.52,112.43,14.68,235.42,88.59,319.39,,37.72,256.58,55.2,201.86,68.4,11.99,"3,261.05",11.88,106.7,103.53,73.36,124.06,428.52,106.63,74.59,349.47
2018/3/30,32.16,27.6,63.72,98.23,77.31,102.52,25.54,22.67,45.21,21.92,15.96,27.61,16.38,47.93,49.57,9.86,17.87,12.8,23.72,13.2,9.75,20.14,19.2,,16.04,274.01,97.39,36.8,113.38,14.78,237.35,88.11,328.07,,37.67,259.42,55.2,201.86,68.97,12.12,"3,275.81",12.25,108.14,104,74.31,124.06,430.17,108.28,76.4,343.18
2018/3/31,32.12,27.8,64.18,98.71,76.84,102.52,25.5,22.62,45.21,21.73,15.91,27.65,16.38,48.03,50.14,9.76,17.91,12.8,23.82,13.15,9.7,20.14,19.24,,16.04,272.16,97.86,37.18,112.43,14.88,238.8,88.3,328.55,,38.37,260.84,55.49,202.82,68.78,12.08,"3,295.48",12.21,108.14,104.48,74.5,124.54,430.17,104.85,76.02,344.15
2018/4/2,32.2,27.94,64.56,97.28,76.84,101.57,25.4,22.67,44.97,21.73,15.86,27.79,16.34,47.93,50.14,9.81,17.87,12.9,23.96,13.11,9.65,19.99,19.2,,16.04,273.55,97.39,36.66,111.01,14.83,237.83,88.01,324.69,,38.09,259.89,55.39,202.82,68.59,12.21,"3,133.17",12.25,107.66,104.48,73.74,124.06,414.51,104.38,75.64,345.6
2018/4/3,32.47,27.5,63.44,96.81,76.56,101.57,25.64,22.52,44.87,21.78,15.77,27.88,16.29,47.74,49.66,9.81,17.82,12.85,23.87,13.02,9.61,19.85,19.15,,15.99,275.86,95.02,36.47,110.06,14.78,235.42,86.95,316.49,,37.35,259.42,54.73,199.93,67.84,12.12,"3,133.17",12.11,107.18,104,73.17,122.16,421.1,103.31,74.68,341.25
2018/4/9,32.82,28.67,65.3,99.66,78.54,105.83,26.07,22.96,46.17,21.83,15.91,27.84,16.43,48.13,50.62,9.86,17.96,12.95,24.05,13.02,9.75,19.95,19.15,,16.04,277.25,94.46,36.19,112.9,14.64,236.38,84.94,316.01,,37.44,262.73,54.45,200.41,68.02,11.86,"2,951.18",11.98,109.1,104.48,74.5,121.68,438.41,103.55,74.3,345.12
2018/4/10,33.57,28.67,65.67,100.13,78.92,106.3,26.22,22.91,46.03,21.88,16,28.34,16.57,48.8,50.62,10,18.14,13.23,24.24,13.2,9.93,19.99,19.24,,16.13,280.03,97.86,35.95,111.48,14.68,236.87,88.2,315.53,,37.53,262.25,54.17,198.96,67.65,11.81,"3,197.11",11.84,109.58,104.48,74.88,121.68,449.12,103.07,74.2,351.88
2018/4/11,33.79,28.62,65.77,100.13,79.01,105.35,26.03,22.76,46.17,21.92,16,28.39,16.52,48.8,50.9,9.95,18.33,13.19,24.1,13.2,9.93,20.42,19.24,,16.08,278.17,99.28,36.28,113.38,14.78,239.28,87.53,327.11,,37.53,262.25,53.98,198.96,67.65,11.81,"3,177.44",11.74,109.1,104.48,74.88,120.72,448.3,103.43,75.25,346.08
2018/4/12,33.48,28.33,65.86,101.08,79.86,104.41,25.83,22.76,45.93,22.17,16,28.71,16.57,48.8,50.9,10,18.42,13.23,24.24,13.2,9.93,20.33,19.29,,16.08,279.1,100.7,36.52,113.85,14.83,236.38,88.78,319.87,,37.95,262.73,53.33,199.93,67.37,11.94,"3,246.30",11.7,109.1,104,74.5,117.86,454.89,102.84,74.97,355.27
2018/4/13,33.57,28.38,65.77,101.08,79.2,103.94,25.69,22.62,45.88,22.17,15.96,28.57,16.57,48.99,50.43,10.04,18.37,13.23,24.2,13.15,9.93,20.51,19.24,,16.04,280.49,98.81,36.8,114.33,14.78,235.9,89.64,324.21,,38.18,266.03,52.67,199.93,66.99,11.86,"3,403.69",11.7,108.62,103.53,74.6,115,461.48,103.07,74.97,350.43
2018/4/16,33.61,28.48,66.6,102.03,78.92,103.46,25.69,22.62,46.07,22.12,15.96,28.76,16.52,48.41,50.14,9.9,18.46,13.23,24.24,13.15,9.84,20.47,19.2,,15.99,278.17,99.28,36.8,112.9,14.73,234.94,88.49,330,,38.37,261.31,51.73,197.99,66.23,11.63,"3,492.23",11.18,108.14,104.95,74.41,115.95,507.63,103.78,75.06,357.68
2018/4/17,33.39,28.38,65.58,100.61,77.6,102.05,25.54,22.47,45.59,22.51,15.96,28.67,16.52,47.79,49.28,9.81,18.37,13.14,23.96,13.11,9.75,20.04,19.2,,15.94,279.1,96.44,36,111.48,14.73,229.63,85.9,328.07,,38.04,258.47,50.51,194.61,65.01,11.19,"3,521.74",10.76,108.62,104,74.31,114.52,497.74,102.48,74.01,349.47
2018/4/18,33.57,28.43,66.23,100.61,78.07,102.52,25.93,22.57,45.35,22.31,15.96,28.53,16.52,47.84,49.66,9.9,18.42,13.19,23.82,13.11,9.84,20.42,19.2,,15.94,280.03,96.44,35.01,112.43,14.97,229.63,89.35,349.3,,37.67,261.78,49.95,194.61,65.1,11.32,"3,467.63",10.9,109.58,104.48,74.41,114.52,547.19,100.47,72.87,352.37
2018/4/19,34.27,29.35,68.28,100.13,78.92,103.46,26.22,22.86,46.27,22.41,16.05,29.17,16.62,48.41,50.52,10.04,18.51,13.28,24.34,13.2,9.93,20.61,19.34,,16.08,282.8,97.39,35.29,112.9,15.21,235.9,93.96,347.85,,37.53,264.14,51.54,196.55,65.48,11.41,"3,433.20",11.28,109.1,104.48,74.5,114.52,535.65,100.7,73.44,358.65
2018/4/20,34.05,29.6,66.42,101.08,78.16,102.99,26.12,22.81,46.03,22.36,16.05,28.85,16.52,48.22,50.14,10.19,18.65,13.23,24.29,13.2,9.93,20.47,19.34,,15.94,280.95,98.81,34.92,113.38,14.97,220.95,88.97,342.06,,37.86,263.67,50.7,196.06,66.42,11.23,"3,364.34",10.95,108.62,104.48,74.03,113.57,512.58,99.52,72.58,335.93
2018/4/23,34.18,30.13,65.39,100.13,77.22,102.05,26.17,22.76,45.83,22.02,16.05,28.85,16.57,48.03,50.14,10.47,18.46,13.23,24.38,13.29,9.93,20.28,19.43,,15.94,273.08,98.33,34.54,112.9,14.92,218.54,89.26,338.2,,37.3,261.31,50.79,196.55,66.33,11.01,"3,202.03",10.72,107.66,104.48,74.31,109.27,563.67,98.33,71.53,323.85
2018/4/24,35.9,30.08,65.39,98.71,76.18,101.1,25.88,22.47,45.98,21.88,15.96,29.13,16.52,48.03,50.14,10.47,18.55,13.14,24.48,13.15,9.89,20.23,19.43,,15.94,273.08,98.81,34.44,111.48,14.73,219.02,86.47,329.52,,36.28,263.67,50.98,196.55,65.1,10.75,"3,167.60",10.48,106.23,103.53,73.93,106.41,526.59,95.49,69.52,314.67
2018/4/25,35.32,29.89,64.74,97.76,76.18,101.57,26.22,22.57,45.55,21.92,16,29.45,16.57,48.13,49.85,10.38,18.55,13.28,24.57,13.15,9.89,20.33,19.43,,15.94,273.08,98.81,34.44,114.33,14.88,217.09,87.15,325.18,,37.07,265.56,50.89,196.06,64.63,10.79,"3,197.11",10.53,105.75,103.05,73.74,106.41,481.26,95.25,71.53,315.63
2018/4/26,35.59,30.47,65.86,98.71,76.28,102.52,26.12,22.52,45.21,21.83,16,29.54,16.62,48.32,50.43,10.38,18.83,13.57,24.53,13.11,9.93,20.18,19.43,,15.94,271.23,98.81,35.1,112.9,15.07,214.19,88.11,312.15,,36.88,264.14,50.79,194.13,64.35,10.66,"3,241.38",10.16,106.7,103.53,73.93,104.98,488.68,95.49,70.67,315.63
2018/4/27,35.41,30.91,65.39,99.18,76.09,102.52,26.22,22.57,45.35,22.02,16.05,29.72,16.62,48.6,51.09,10.42,18.87,13.66,24.57,13.25,9.93,20.28,19.39,,16.08,270.77,101.17,34.63,112.9,15.07,215.64,89.35,327.59,,37.02,263.2,50.7,193.65,64.73,11.15,"3,211.87",10.34,108.14,103.53,74.03,104.98,488.68,96.56,70.57,309.35
2018/4/30,35.9,30.91,66.6,99.18,76.84,103.46,27.38,22.67,46.03,22.12,16.05,29.63,16.71,48.8,51.09,10.66,19.24,13.62,24.81,13.34,10.03,20.18,19.34,,16.08,270.77,103.06,35.06,115.28,15.35,219.02,89.26,328.07,77.74,36.37,262.73,50.79,197.51,65.48,11.01,"3,423.37",10.34,108.14,104,74.69,103.07,516.7,98.21,70.57,319.98
2018/5/2,35.9,31.2,65.58,100.13,78.07,104.41,27.57,22.81,45.5,22.17,16.05,29.45,16.75,49.08,51.09,10.47,19.1,13.95,24.81,13.39,10.03,20.09,19.39,,16.27,272.62,102.59,35.53,113.85,15.59,215.16,88.01,319.39,73.29,35.77,263.67,50.32,194.13,66.89,10.97,"3,639.79",10.3,107.18,105.43,74.12,103.07,539.77,96.91,71.05,321.92
2018/5/3,34.62,30.18,64,99.18,76.94,103.46,27.13,22.42,45.16,21.83,16,29.03,16.66,48.22,50.52,10.42,18.83,13.86,24.67,13.25,9.93,20.04,19.34,,16.17,270.77,99.75,35.2,112.43,15.4,212.75,86.28,308.77,72.71,35.22,264.62,49.48,199.44,66.61,10.97,"3,625.03",10.3,106.7,104.48,73.64,99.25,538.12,94.9,70.48,310.8
2018/5/4,34.75,30.81,65.11,99.66,77.03,102.99,26.7,22.42,44.82,21.78,15.91,28.39,16.57,47.93,50.43,10.33,18.97,13.57,24.38,13.25,9.89,19.99,19.24,,16.08,268.92,100.22,34.92,111.96,15.35,215.16,88.01,314.08,77.65,35.22,260.84,49.57,197.03,65.76,11.01,"3,580.76",10.39,106.7,104,73.45,102.11,555.43,95.25,70.67,306.45
2018/5/7,35.5,30.67,65.3,100.13,77.69,104.41,27.09,22.42,44.58,21.73,15.91,28.44,16.52,48.13,50.62,10.38,18.97,13.71,24.57,13.34,9.84,20.04,19.24,,16.08,268.92,101.17,34.82,112.43,15.02,215.64,88.87,307.32,76.48,34.84,259.89,49.85,198.48,65.2,10.92,"3,934.90",10.3,107.18,103.53,73.07,106.89,610.64,96.67,72.58,323.37
2018/5/8,35.85,31.54,64.93,100.13,78.07,104.88,27.38,22.57,44.39,21.68,16,28.67,16.57,48.51,51.09,10.47,18.97,13.66,24.76,13.34,9.89,20.28,19.29,,16.08,271.69,102.12,34.96,115.28,15.21,219.98,90.22,313.6,75.23,35.68,264.62,49.57,197.99,65.95,11.37,"3,925.07",10.86,107.18,104.48,73.26,109.27,591.69,97.86,72.39,324.82
2018/5/9,35.68,31.54,64.09,100.13,78.16,103.94,27.28,22.62,44.2,21.73,15.96,28.8,16.52,48.51,51.19,10.57,18.97,13.71,24.72,13.39,9.84,20.37,19.24,,16.08,267.99,103.53,35.39,114.33,15.55,221.43,90.6,316.49,74.74,35.35,261.31,49.2,197.99,64.92,11.19,"3,934.90",10.81,105.27,103.05,71.45,107.84,633.72,96.91,72.96,326.75
2018/5/10,36.12,32.13,65.39,100.61,78.92,104.41,27.18,22.62,44.2,21.63,16,28.76,16.57,48.8,50.9,10.52,19.06,13.66,24.67,13.34,9.89,20.37,19.29,,16.08,278.64,103.06,35.15,116.7,15.31,221.43,89.83,317.94,76,35.63,263.67,49.67,199.44,64.63,11.19,"3,915.23",10.62,103.83,102.58,70.88,109.75,696.35,98.21,73.15,326.75
2018/5/11,36.25,32.13,65.11,102.98,80.05,108.19,27.33,22.71,44.44,22.17,16.14,28.99,16.62,49.56,52.14,10.61,19.15,13.81,24.95,13.48,10.03,20.85,19.53,,16.17,280.49,105.9,35.48,119.07,15.5,224.81,91.75,308.29,77.26,36,263.67,49.85,201.38,63.13,11.23,"4,008.68",10.76,104.31,101.63,71.45,108.79,683.98,100.7,73.82,334.48
2018/5/14,37.92,33.05,66.97,105.35,80.52,108.19,27.23,22.67,44.1,22.65,16.14,28.94,16.66,49.56,52.53,10.61,19.42,13.86,25.05,13.48,10.07,20.99,19.62,,16.27,279.56,106.37,35.48,119.07,15.74,224.81,91.47,308.77,77.26,35.63,263.67,48.91,201.38,63.6,11.28,"4,136.57",10.76,104.31,101.63,70.98,110.23,752.38,105.44,74.49,343.18
2018/5/15,38.22,32.86,66.97,104.88,80.23,106.3,27.13,22.52,43.24,22.7,16.28,28.9,16.75,48.99,51.57,10.61,19.38,13.86,24.86,13.48,9.98,20.8,19.48,,16.27,283.73,104.01,35.48,116.23,15.79,222.39,91.66,307.81,77.16,35.4,258,49.29,198.48,63.03,11.37,"4,023.44",10.72,103.83,101.63,71.36,109.75,824.08,101.89,71.82,334.97
2018/5/16,40.33,32.86,67.44,105.35,81.36,109.13,27.18,22.67,42.76,22.7,16.33,29.31,16.66,49.94,52.43,10.8,19.33,13.86,25,13.57,10.03,20.94,19.58,,16.36,284.65,104.01,35.39,117.17,15.64,222.39,98.38,307.81,76.97,35.63,261.78,49.38,202.34,62.75,11.41,"3,984.09",10.76,103.35,102.1,71.55,110.23,763.1,100.23,70.86,333.52
2018/5/17,40.11,33.2,65.77,105.83,82.12,111.02,27.13,22.52,43.1,22.7,16.28,29.31,16.66,50.23,52.43,10.76,19.38,13.86,25,13.57,9.98,20.94,19.58,,16.31,282.34,102.12,34.92,119.07,15.4,218.54,97.42,299.12,75.32,35.4,261.31,49.67,199.44,63.31,11.41,"3,856.21",10.76,103.83,102.1,71.55,108.32,695.52,99.75,70.67,329.65
2018/5/18,40.03,34.12,66.42,106.3,82.21,111.02,27.62,22.57,43.1,22.8,16.33,30,16.57,50.61,51.95,10.94,19.38,13.81,25.24,13.66,10.07,20.99,19.72,,16.41,288.82,100.22,34.25,117.65,15.4,215.64,94.92,302.02,76.19,35.35,262.73,49.38,198.96,61.24,11.32,"3,944.74",10.67,105.27,103.05,72.69,108.79,730.13,99.4,70.1,330.62
2018/5/21,40.42,34.32,66.7,106.77,82.02,111.5,27.91,22.57,43.82,23.09,16.52,30.51,16.66,50.9,52.53,11.04,19.47,13.95,25.52,13.75,10.17,21.04,19.72,,16.45,287.43,101.17,34.63,119.07,15.4,220.95,95.02,302.98,77.26,35.73,263.67,49.67,201.86,61.24,11.32,"3,974.25",10.76,105.27,103.05,73.07,112.13,802.65,100.7,70.77,344.15
2018/5/22,40.07,33.39,66.79,103.93,81.65,110.08,27.86,22.47,44.78,22.99,16.61,30.23,16.57,51.38,52.24,10.9,19.47,13.9,25.33,13.71,10.17,21.04,19.62,,16.5,282.8,101.64,34.3,118.6,15.55,220.95,93.29,309.25,76.48,35.63,259.89,51.64,201.38,61.24,11.37,"3,915.23",10.81,104.79,103.05,73.17,109.27,802.65,99.52,70.67,343.18
2018/5/23,38.75,32.76,66.97,104.4,81.65,110.08,28.15,22.38,44.78,23.04,16.66,30.28,16.52,51,51.57,10.8,19.38,13.76,25.42,13.66,10.12,21.04,19.53,,16.5,284.65,102.59,34.35,115.75,15.55,220.46,95.3,308.77,76,35.45,261.31,49.76,200.41,61.24,11.37,"3,856.21",10.81,104.79,103.05,73.93,107.36,727.66,99.04,70,331.1
2018/5/24,39.32,32.96,67.07,105.35,82.31,110.55,28.19,22.42,44.3,23.23,16.66,30.46,16.52,51.19,51.76,10.9,19.42,13.71,25.57,13.71,10.21,21.04,19.67,,16.59,287.89,102.12,34.44,116.23,15.55,220.95,97.9,310.7,75.61,35.96,262.25,50.23,200.89,61.24,11.32,"3,934.90",10.76,104.79,103.53,73.84,107.36,752.38,99.64,71.43,331.1
2018/5/25,38.58,32.66,67.35,102.98,80.99,108.66,27.71,22.52,44.06,23.23,16.66,30.23,16.52,50.8,51.48,10.94,19.38,13.66,25.38,13.66,10.31,21.08,19.77,,16.64,285.12,103.06,34.25,116.23,15.59,220.46,96.46,312.63,76.48,36,259.42,50.13,200.89,62.28,11.28,"3,929.99",10.67,105.27,104,74.98,109.75,798.53,102.48,71.72,335.93
2018/5/28,38.62,32.61,68.18,104.4,81.27,110.55,27.66,22.57,43.82,23.23,16.71,30.37,16.62,51,51.67,10.9,19.47,13.62,25.66,13.66,10.31,21.08,19.86,,16.78,284.19,102.59,34.49,114.8,15.74,219.02,95.3,307.32,75.71,36.33,262.25,50.32,201.86,62.18,11.32,"4,018.52",10.72,106.23,104.48,74.6,108.32,877.64,105.2,72.29,333.52
2018/5/29,38.14,31.98,68.37,104.4,80.99,111.02,27.76,22.57,43.77,23.19,16.71,30.37,16.66,50.52,51.67,10.76,19.52,13.52,25.42,13.62,10.26,21.04,19.86,,16.78,286.04,101.17,34.4,114.33,15.79,217.09,94.92,303.95,75.61,36.14,262.25,50.6,201.86,62.18,11.41,"4,185.75",10.76,104.79,104.48,73.45,109.27,898.24,103.78,72.01,333.52
2018/5/30,38.44,31.93,66.88,102.98,80.14,110.08,27.04,22.38,43.19,22.8,16.52,29.45,16.43,48.99,50.52,10.52,19.24,13.19,24.9,13.43,10.03,20.51,19.48,,16.59,282.34,99.28,34.07,111.96,15.74,213.23,92.62,299.12,72.9,35.68,257.53,50.13,195.58,61.24,11.37,"4,131.65",10.58,103.83,104,72.41,106.89,852.92,103.55,70.86,334.48
2018/5/31,38.31,32.18,68,102.03,78.82,108.66,27.52,22.76,43.82,22.46,16.47,28.94,16.66,49.85,51.19,10.66,19.15,13.52,24.81,13.62,10.4,20.51,19.29,,16.45,284.19,101.17,34.63,115.28,15.98,216.12,95.59,300.57,73.58,36.23,256.58,49.76,196.06,59.64,11.68,"4,033.28",10.81,104.31,104.48,72.79,105.93,783.7,101.53,70.48,336.9
2018/6/1,38.44,32.37,68.84,103.93,80.14,108.66,27.91,22.91,43.48,22.85,16.57,29.49,16.57,49.56,51.09,10.76,19.33,13.43,25.24,13.66,10.4,20.61,19.67,,16.64,288.82,103.06,34.44,115.75,15.79,216.12,93.58,307.81,73.58,36.19,262.25,51.73,197.51,61.15,11.77,"4,175.92",10.95,105.27,104.95,73.64,109.27,809.24,102.6,71.34,344.15
2018/6/4,40.11,33.73,69.86,104.88,81.36,110.55,28.29,23.34,43.86,23.19,16.71,29.95,16.57,50.52,51.57,10.8,19.47,13.52,25.61,13.75,10.45,20.85,19.77,,16.73,291.6,103.06,34.44,117.17,15.83,220.95,96.46,317.94,74.35,36.19,264.62,53.98,198.48,62.75,11.86,"4,343.15",11,105.27,104.95,73.26,109.27,881.76,104.02,72.1,351.4
2018/6/5,39.72,33.39,69.77,103.93,81.46,109.13,28.44,23.44,44.44,23.09,16.8,30.23,16.71,50.71,51.86,10.85,19.7,13.66,25.85,13.85,10.59,21.08,19.81,,16.83,298.54,104.01,34.4,115.28,15.83,220.95,96.94,313.6,74.35,36.42,263.2,53.51,200.89,63.41,11.63,"4,377.58",10.9,105.27,104.48,73.17,106.89,844.68,104.38,72.29,353.33
2018/6/6,39.37,33.2,70.6,103.93,81.36,109.13,28.87,23.39,44.78,23.14,16.89,30.18,16.71,51,52.43,10.85,19.97,13.86,25.9,13.85,10.59,21.32,19.91,,16.87,295.3,104.01,35.29,117.65,15.74,221.91,95.98,319.39,75.13,36.98,264.62,53.7,199.93,64.54,11.77,"4,549.73",11,105.75,104,73.17,107.84,927.09,105.56,73.54,352.37
2018/6/7,39.32,33.39,70.23,104.4,81.83,110.08,28.72,23.53,45.31,23.14,16.99,30.09,16.85,51.67,52.53,10.94,20.07,13.9,25.85,13.89,10.73,21.37,20,,16.97,291.13,105.9,35.53,118.12,15.93,221.91,96.94,319.39,75.9,37.63,264.62,53.51,199.93,63.88,11.86,"4,569.41",11.46,105.27,104.95,74.41,108.32,"1,013.61",108.05,74.49,345.6
2018/6/8,39.54,32.96,69.77,102.98,80.52,109.61,28.58,23.53,45.11,22.99,16.94,30.09,16.8,51.47,52.53,10.9,20.02,14,25.61,13.8,10.73,21.23,19.96,,16.97,292.52,104.95,35.53,117.65,15.74,219.02,95.78,318.42,75.03,37.07,266.03,52.76,202.34,63.97,11.81,"4,471.03",11.23,105.27,104.95,73.93,108.32,972.41,104.61,73.73,334.48
2018/6/11,39.19,32.76,68.84,103.45,80.05,109.61,27.95,23.24,45.11,22.99,16.85,29.82,16.8,51.38,52.91,10.9,20.07,13.95,25.47,13.71,10.68,21.23,20,,16.87,292.06,106.37,35.53,117.17,16.12,218.05,96.46,320.83,73.68,37.02,265.09,51.92,201.38,63.88,11.81,"4,475.95",11.28,104.79,104.48,73.74,111.18,997.13,103.55,73.82,335.93
2018/6/12,39.1,32.71,69.3,102.03,80.33,109.61,28.05,23.29,45.98,22.85,16.89,29.63,16.8,51.19,52.62,10.76,20.11,13.95,25.28,13.62,10.64,20.99,19.81,,16.87,293.91,104.01,35.1,116.7,16.17,220.95,93.67,312.63,73.19,37.25,265.09,51.54,199.93,63.41,11.86,"4,367.74",11.37,104.79,104.95,73.36,109.75,935.33,103.9,73.25,333.03
2018/6/13,39.94,32.76,68.56,102.03,80.89,109.13,28.1,23.2,45.64,22.8,16.8,29.86,16.8,51.67,53,10.71,19.93,13.9,25.28,13.62,10.64,21.23,19.81,,16.83,295.3,103.06,35.1,114.8,17.75,223.84,90.22,309.25,73.19,36.88,265.56,51.82,199.93,62.84,11.81,"4,653.02",11.37,105.27,105.43,74.31,111.66,931.21,104.02,73.44,335.45
2018/6/14,39.45,32.52,67.44,101.08,79.29,107.24,27.52,22.86,44.87,22.6,16.66,29.36,16.57,50.61,52.05,10.57,19.61,13.43,25.14,13.34,10.54,20.8,19.62,,16.69,290.21,100.7,34.87,113.38,17.37,218.54,89.26,303.95,72.13,36.37,265.56,51.17,198.96,62.65,11.81,"4,544.81",11.14,104.31,104.48,73.26,108.79,890,101.3,72.01,332.55
2018/6/15,39.76,32.57,69.02,100.61,79.67,106.3,28.53,22.81,44.44,23.38,16.71,29.82,16.62,51.38,52.81,10.61,19.7,13.57,25.28,13.43,10.5,21.04,19.62,,16.59,289.75,101.64,34.35,114.8,17.9,222.88,88.59,303.95,72.03,35.73,264.14,50.6,199.44,62.37,11.99,"4,515.30",11.18,104.79,104,72.6,108.32,935.33,100.7,71.72,340.77
2018/6/19,38.53,31.79,69.11,100.13,77.97,104.88,27.47,22.57,43.34,22.7,16.57,29.26,16.38,50.71,52.53,10.47,19.42,13.23,24.9,13.29,10.4,20.51,19.34,,16.45,298.08,98.81,34.11,112.43,17.47,217.09,86.95,301.05,69.8,35.35,262.73,50.23,196.55,61.52,11.68,"4,279.21",10.81,104.31,104,71.93,105.45,852.92,98.33,71.34,338.35
2018/6/20,39.32,32.23,70.6,102.03,79.48,108.19,27.95,22.96,43.77,22.99,16.61,29.59,16.43,51.38,53,10.52,19.42,13.33,25.14,13.39,10.45,20.75,19.43,,16.5,299,97.39,33.45,114.8,17.32,218.05,86.76,299.12,69.8,35.31,263.67,50.7,197.51,63.13,11.99,"4,333.31",11,105.27,104.48,73.93,105.93,832.32,98.33,70.86,334
2018/6/21,39.32,32.37,71.63,102.98,79.29,109.13,27.76,22.81,43.43,22.89,16.57,29.4,16.38,51.57,53.39,10.52,19.29,13.33,25.14,13.39,10.45,20.61,19.43,,16.55,309.19,98.81,33.78,113.38,16.94,218.54,88.78,301.05,70.29,35.22,263.2,50.7,196.55,62.18,11.77,"4,421.85",10.58,104.79,105.43,74.03,105.45,813.36,97.98,70.67,331.1
2018/6/22,39.19,32.81,71.35,103.93,79.67,111.02,27.81,22.86,43.34,22.8,16.61,29.26,16.34,51.38,53.48,10.47,19.15,13.43,25.14,13.29,10.4,20.75,19.58,,16.55,306.41,99.28,33.36,113.85,17.08,219.5,88.78,299.61,70,35.17,259.42,51.17,195.1,61.24,11.5,"4,298.88",10.44,105.27,105.43,74.03,105.45,776.28,97.5,70,322.88
2018/6/25,39.28,31.88,71.35,104.4,80.05,111.5,28.39,22.57,43.24,22.85,16.61,29.45,16.38,50.9,53.1,10.71,19.38,13.28,25.09,13.34,10.45,20.66,19.39,,16.55,310.11,97.39,33.17,113.38,17.08,218,83.02,299.12,70.09,34.71,258.95,50.42,193.65,60.11,11.41,"4,367.74",10.48,104.79,104.95,74.41,104.98,782.05,96.56,69.52,319.98
2018/6/26,38.4,32.32,71.44,104.4,80.42,111.5,27.76,22.57,42.85,22.7,16.47,29.26,16.34,50.9,53,10.76,19.33,13.19,25.19,13.29,10.4,20.66,19.29,,16.5,323.07,95.5,32.93,115.28,16.89,214.5,81.96,286.1,69.22,34.29,260.84,49.95,192.68,58.51,11.28,"4,451.36",10.34,104.79,104.95,74.5,103.07,852.92,95.96,69.24,326.27
2018/6/27,37.78,32.42,72.09,104.4,80.52,111.5,27.76,22.42,42.85,22.7,16.42,29.59,16.29,50.5,52.8,10.57,19.24,13.14,25.19,13.29,10.31,20.8,19.29,,16.45,315.2,95.5,32.6,114.8,16.89,213,83.69,286.1,68.55,34.29,261.31,49.76,191.72,58.41,11.32,"4,289.05",10.3,104.79,104.95,74.88,102.59,840.56,95.85,69.24,321.43
2018/6/28,37.26,32.13,69.77,103.45,79.57,111.02,27.47,22.42,42.9,22.99,16.42,29.31,16.29,50.5,53,10.52,19.15,13.19,24.86,13.25,10.12,20.66,19.29,,16.45,315.67,93.61,32.56,114.8,16.27,212,83,286.58,68.64,34.24,260.84,49.57,188.82,57.38,11.19,"4,289.05",10.11,105.27,105.43,75.07,102.11,869.4,95.37,69.05,322.88
